WELL_ID,WELL_NAME,WELL_TYPE,HOST_WELL_ID,STATUS,STATUS_CHANGE_DATE,ASSIGNED_TO,ASSIGNED_DATE,DRILL_DATE,DRILL_DEPTH,DRILL_DEPTH_UNITS,CONST_DATE,DRILL_COMMENT,DRILL_SOURCE,DRILL_SOURCE_DATE,REMEDIATED_FLAG,DECOMMISSION_COMMENT,DECOMMISSION_DATE,DECOMMISSION_SOURCE,DECOMMISSION_SOURCE_DATE,CONST_DEPTH,CONST_DEPTH_UNITS,CONST_SOURCE,CONST_SOURCE_DATE,DEPTH_TO_BOTTOM,DEPTH_TO_BOTTOM_UNITS,DEPTH_TO_WATER,DEPTH_TO_WATER_UNITS,DRY_WELL,WELL_NAME_SYNONYMS,ECOLOGY_NAME,WELL_PROJECTS,WELL_PROJECT_PURPOSES,WS_SIZE_DEPTH_TOP_BOTTOM_UNITS,WC_SIZE_DEPTH_TOP_BOTTOM_UNITS,WP_CUTS_DEPTH_TOP_BOTTOM_UNITS,DOCUMENTED_PROGRAMS,WASTE_MANAGEMENT_PLANS,WASTE_DISPOSAL_LOCATIONS,WASTE_STORAGE_LOCATIONS,WMP_RELATED_OPERABLE_UNITS,SITE_OU_COMMENT,WASTE_SITES_0M,OU_0M,WASTE_SITES_50F,OU_50F,WASTE_SITES_100F,OU_100F,WASTE_SITES_50M,OU_50M,WASTE_SITES_100M,OU_100M,DATE_LAST_INSPECTED,INSPECTION_TYPE,DATE_LAST_SAMPLED_GW,DATE_LAST_SAMPLED_MM,DATE_LAST_SAMPLED_SO,DATE_LAST_SAMPLED_SG,DATE_LAST_SAMPLED,DATE_LAST_ROUTINE_MAINTENANCE,DATE_LAST_MAINTENANCE,DATE_LAST_WLM,TANK_FARMS,PUBLIC_LAND_SURVEY_SYSTEM,CLOSURE_ZONE,GW_AREA_OF_INTEREST,MONUMENT_LOC,ESTIMATED_QTR_QTR_SEC,HORIZ_SURVEY_POINT_DESC,HORIZ_SURVEY_DATE,NORTHING,EASTING,DISC_X,DISC_Y,HORIZ_SURVEY_UNITS,HORIZ_DATUM,HORIZ_REVIEW_QUALIFIER,ELEV_SURVEY_POINT_DESC,ELEV_SURVEY_DATE,ELEVATION,DISC_Z,ELEV_SURVEY_UNITS,ELEV_DATUM,ELEV_REVIEW_QUALIFIER,DISTRICT_ID,SORT_NAME
C6504,C6504,HOSTED LYSIMETER,C6503,CANDIDATE FOR DECOMMISSIONING,10/22/2010,"WEEKES, D",2/29/2008,1/1/1976,8,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216-S-11,200-OA-1,216-S-11,200-OA-1,"216-S-10P, 216-S-11",200-OA-1,"216-S-10P, 216-S-11, 216-S-17",200-OA-1,"200-W-26, 216-S-10D, 216-S-10P, 216-S-11, 216-S-17, 216-S-5",Not Applicable,,,,,,,,1/1/1976,1/1/1976,,,"T12N, R25E, S13, NW 1/4, SW 1/4",200-W Ponds,200-UP,Hanford (Not in Monument),,Center of casing,6/13/2011,133277.978,566458,,,m,NAD83(91),,Center of casing,6/13/2011,199.084,,m,NAVD88,,200-W,9-C6504-C6504A-A0001A
C6983,C6983,VADOSE WELL,,IN-USE,10/16/2008,"WORLEY, SH",9/4/2008,,25,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"216-C-9, 218-C-9",200-SW-2,"216-C-9, 218-C-9",200-SW-2,"200-E-116-PL-A, 200-E-254-PL-B, 216-C-9, 218-C-9",200-IS-1,"200-E-116-PL-A, 200-E-254-PL-A, 200-E-254-PL-B, 216-C-9, 218-C-9",200-IS-1,,,,,,,,,,,,"T12N, R26E, S2, NW 1/4, SE 1/4",Semi-Works,200-BP,Hanford (Not in Monument),,Center of casing (assumed),5/30/2008,136491.58,574420.2,,,m,NAD83(91),,Top of casing,5/30/2008,207.78,,m,NAVD88,,200-E,9-C6983-C6983A-A0001A
C6985,C6985,VADOSE WELL,,IN-USE,10/16/2008,"WORLEY, SH",9/4/2008,,25,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216-C-9,200-SW-2,"216-C-9, 218-C-9",200-SW-2,"200-E-116-PL-A, 200-E-254-PL-B, 216-C-9, 218-C-9",200-IS-1,"200-E-116-PL-A, 200-E-254-PL-A, 200-E-254-PL-B, 216-C-9, 218-C-9",200-IS-1,,,,,,,,,,,,"T12N, R26E, S2, NW 1/4, SE 1/4",Semi-Works,200-BP,Hanford (Not in Monument),,Center of casing (assumed),5/30/2008,136488.47,574412.79,,,m,NAD83,,Top of casing,5/30/2008,207.74,,m,NAVD88,,200-E,9-C6985-C6985A-A0001A
C6994,C6994,VADOSE WELL,,IN-USE,10/16/2008,"WORLEY, SH",9/4/2008,,25,ft,,,,,,,,,,,,,,,,,,,#2 Mock Tank,,,,,,,,,,,,,,,,,"200-E-116-PL-A, 216-C-9, 218-C-9",200-IS-1,"200-E-116-PL-A, 216-C-9, 218-C-9",200-IS-1,"200-E-116-PL-A, 200-E-254-PL-A, 200-E-254-PL-B, 216-C-9, 218-C-9",200-IS-1,,,,,,,,,,,,"T12N, R26E, S2, NW 1/4, SE 1/4",Semi-Works,200-BP,Hanford (Not in Monument),,Center of casing (assumed),6/4/2008,136505.16,574414.42,,,m,NAD83(91),,Top of casing (assumed),6/4/2008,206.8,,m,NAVD88,,200-E,9-C6994-C6994A-A0001A
C7005,C7005,VADOSE WELL,,IN-USE,10/16/2008,"WORLEY, SH",9/4/2008,,25,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200-E-116-PL-A, 216-C-9, 218-C-9",200-IS-1,"200-E-116-PL-A, 216-C-9, 218-C-9",200-IS-1,"200-E-116-PL-A, 200-E-254-PL-A, 200-E-254-PL-B, 216-C-9, 218-C-9",200-IS-1,,,,,,,,,,,,"T12N, R26E, S2, NW 1/4, SE 1/4",Semi-Works,200-BP,Hanford (Not in Monument),,Center of casing (assumed),6/4/2008,136496.22,574409.93,,,m,NAD83(91),,Top of casing,6/4/2008,206.75,,m,NAVD88,,200-E,9-C7005-C7005A-A0001A
C7948,C7948,BORING,,DECOMMISSIONED-V,4/6/2010,"BRUNKE, RC",4/1/2010,4/1/2010,10.5,ft,,,,,,,4/6/2010,,,,,,,,,,,,,,,,,,,,,,,,,216-U-10,200-CW-1,216-U-10,200-CW-1,216-U-10,200-CW-1,216-U-10,200-CW-1,"200-W-28, 216-U-10, 216-Z-19, UPR-200-W-104",Not Applicable,,,,,,,,4/1/2010,4/1/2010,,,"T12N, R25E, S12, NW 1/4, SW 1/4",200-W Ponds,200-UP,Hanford (Not in Monument),,Brass survey marker,4/21/2010,134705.6,566304.26,,,m,NAD83(91),,Ground surface,4/21/2010,201.49,,m,NAVD88,,200-W,9-C7948-C7948A-A0001A
C7951,C7951,BORING,,DECOMMISSIONED-V,4/6/2010,"BRUNKE, RC",4/1/2010,4/2/2010,6.2,ft,,,,,,,4/6/2010,,,,,,,,,,,,,,,,,,,,,,,,,216-U-10,200-CW-1,216-U-10,200-CW-1,216-U-10,200-CW-1,216-U-10,200-CW-1,"216-U-10, 216-U-14, 216-Z-11, 216-Z-19, UPR-200-W-104, UPR-200-W-105",200-CW-1,,,,,,,,4/2/2010,4/2/2010,,,"T12N, R25E, S12, NW 1/4, SW 1/4",200-W Ponds,200-UP,Hanford (Not in Monument),,Brass survey marker,4/21/2010,134646.38,566389.07,,,m,NAD83(91),,Ground surface,4/21/2010,202.05,,m,NAVD88,,200-W,9-C7951-C7951A-A0001A
C7952,C7952,BORING,,DECOMMISSIONED-V,6/10/2010,"BRUNKE, RC",4/1/2010,6/7/2010,21,ft,,,RESOURCE PROTECTION WELL REPORT,6/10/2010,,,6/10/2010,RESOURCE PROTECTION WELL REPORT,6/10/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216-S-10D,200-OA-1,216-S-10D,200-OA-1,,,,,,,,6/7/2010,6/7/2010,,,"T12N, R25E, S13, NW 1/4, NE 1/4",200-W Ponds,200-UP,Hanford (Not in Monument),,Brass survey marker,6/21/2011,133577,566651,,,m,UNKNOWN,,,,,,,,,200-W,9-C7952-C7952A-A0001A
C7960,C7960,BORING,,DECOMMISSIONED-V,6/17/2010,"BRUNKE, RC",4/1/2010,6/16/2010,21,ft,,,RESOURCE PROTECTION WELL REPORT,6/16/2010,,,6/16/2010,RESOURCE PROTECTION WELL REPORT,6/16/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216-S-10D,200-OA-1,216-S-10D,200-OA-1,,,,,,,,6/16/2010,6/16/2010,,,"T12N, R25E, S13, NW 1/4, NE 1/4",200-W Ponds,200-UP,Hanford (Not in Monument),,Brass survey marker,6/21/2011,133577,566651,,,m,UNKNOWN,,,,,,,,,200-W,9-C7960-C7960A-A0001A
C7962,C7962,BORING,,DECOMMISSIONED-V,6/18/2010,"BRUNKE, RC",4/13/2010,6/17/2010,21,ft,,,RESOURCE PROTECTION WELL REPORT,6/18/2010,,,6/18/2010,RESOURCE PROTECTION WELL REPORT,6/18/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216-S-10D,200-OA-1,216-S-10D,200-OA-1,,,,,,,,6/17/2010,6/17/2010,,,"T12N, R25E, S13, NW 1/4, NE 1/4",200-W Ponds,200-UP,Hanford (Not in Monument),,Brass survey marker,6/21/2011,133577,566651,,,m,UNKNOWN,,,,,,,,,200-W,9-C7962-C7962A-A0001A
C6526,C6526,LYSIMETER HOST,,CANDIDATE FOR DECOMMISSIONING,10/22/2010,"WEEKES, D",3/4/2008,1/1/1976,8,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216-S-11,200-OA-1,216-S-11,200-OA-1,216-S-11,200-OA-1,"216-S-10P, 216-S-11",200-OA-1,"200-W-26, 216-S-10D, 216-S-10P, 216-S-11, 216-S-17, 216-S-5",Not Applicable,,,,,,,,1/1/1976,1/1/1976,,,"T12N, R25E, S13, NW 1/4, SE 1/4",200-W Ponds,200-UP,Hanford (Not in Monument),,"Top of inner casing, north edge",6/13/2011,133275.149,566468.029,,,m,NAD83(91),,"Top inner casing, north edge",6/13/2011,199.187,,m,NAVD88,,200-W,9-C6526-C6526A-A0001A
C6529,C6529,HOSTED LYSIMETER,C6528,CANDIDATE FOR DECOMMISSIONING,10/22/2010,"WEEKES, D",3/4/2008,1/1/1976,8,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216-S-11,200-OA-1,216-S-11,200-OA-1,216-S-11,200-OA-1,"216-S-10P, 216-S-11",200-OA-1,"200-W-26, 216-S-10D, 216-S-10P, 216-S-11, 216-S-17, 216-S-5",Not Applicable,,,,,,,,1/1/1976,1/1/1976,,,"T12N, R25E, S13, NW 1/4, SE 1/4",200-W Ponds,200-UP,Hanford (Not in Monument),,Center of casing,6/13/2011,133272.635,566466.868,,,m,NAD83(91),,Center of casing,6/13/2011,199.032,,m,NAVD88,,200-W,9-C6529-C6529A-A0001A
C6536,C6536,LYSIMETER HOST,,CANDIDATE FOR DECOMMISSIONING,10/22/2010,"WEEKES, D",3/4/2008,1/1/1976,8,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216-S-11,200-OA-1,216-S-11,200-OA-1,216-S-11,200-OA-1,"216-S-10P, 216-S-11",200-OA-1,"200-W-26, 216-S-10D, 216-S-10P, 216-S-11, 216-S-17, 216-S-5",Not Applicable,,,,,,,,1/1/1976,1/1/1976,,,"T12N, R25E, S13, NW 1/4, SE 1/4",200-W Ponds,200-UP,Hanford (Not in Monument),,"Top of inner casing, north edge",6/13/2011,133271.196,566470.516,,,m,NAD83(91),,"Top inner casing, north edge",6/13/2011,199.187,,m,NAVD88,,200-W,9-C6536-C6536A-A0001A
C6551,C6551,BORING,,DECOMMISSIONED-V,10/21/2008,"HUGHES, D",3/13/2008,6/5/2008,61.5,ft,6/5/2008,Decommissioned 10/21/2008,WELL CONSTRUCTION REPORT,11/6/2008,,,10/21/2008,WELL SUMMARY SHEET,11/6/2008,61.5,ft,WELL CONSTRUCTION REPORT,11/6/2008,,,,,,,,,,,"8in, 0ft - 60ft",,,,,,,,216-A-5,200-CP-1,"200-E-239-PL-B, 216-A-5",200-CP-1,"200-E-192-PL-A, 200-E-192-PL-B, 200-E-239-PL-A, 200-E-239-PL-B, 200-E-324, 216-A-5",200-CP-1,"200-E-192-PL-A, 200-E-192-PL-B, 200-E-231-PL, 200-E-239-PL-A, 200-E-239-PL-B, 200-E-240-PL-A, 200-E-240-PL-B, 200-E-241-PL, 200-E-241-PL:1, 200-E-241-PL:2, 200-E-242-PL, 200-E-324, 216-A-15, 216-A-5",200-CP-1,"200-E-103, 200-E-192-PL-A, 200-E-192-PL-B, 200-E-231-PL, 200-E-239-PL-A, 200-E-239-PL-B, 200-E-240-PL-A, 200-E-240-PL-B, 200-E-241-PL, 200-E-241-PL:1, 200-E-241-PL:2, 200-E-241-PL:3, 200-E-242-PL, 200-E-282-PL-A, 200-E-324, 200-E-325-PL-A, 200-E-58, 200-E-72, 216-A-10, 216-A-15, 216-A-36A, 216-A-5",200-CP-1,,,,,6/10/2008,,6/10/2008,6/5/2008,6/5/2008,,,"T12N, R26E, S2, SE 1/4, SW 1/4",PUREX,200-PO,Hanford (Not in Monument),,Staked location,3/24/2008,135494.7,575043.28,,,m,NAD83(91),,Ground surface,3/24/2008,218.72,,m,NAVD88,,200-E,9-C6551-C6551A-A0001A
C7022,299-W11-90,GROUNDWATER WELL,,IN-USE,12/22/2009,"WRIGHT, CS",10/6/2008,12/22/2009,525.9,ft,5/10/2010,,WELL SUMMARY SHEET,8/5/2010,,,,,,519.53,ft,WELL SUMMARY SHEET,8/5/2010,,,,,,ALF-658,ALF-658,200 West Area Pump-and-Treat,EXTRACTION,"8in, 269.47ft - 279.47ft / 8in, 299.48ft - 364.49ft / 8in, 379.52ft - 504.53ft","8in, 279.47ft - 299.48ft / 8in, 364.49ft - 379.52ft / 8in, -2.05ft - 269.47ft / 8in, 509.53ft - 519.53ft",,,Waste Management Plan for the Expedited Response Action for 200 West Area Carbon Tetrachloride Plume and the 200-ZP-1 and 200/REV NUM 8,,200-PW-1 CENTRAL STORAGE AREA,200-ZP-1,,,,,,600-291-PL,Not Applicable,600-291-PL,Not Applicable,"200-W-143-PL-C, 600-291-PL",200-IS-1,2/14/2023,SAMPLING INSPECTION,4/8/2025,,,,4/8/2025,12/22/2009,8/24/2016,,,"T12N, R25E, S1, NE 1/4, SE 1/4",T Farm,200-ZP,Hanford (Not in Monument),,Center of casing,2/9/2011,136519.66,567306.79,,,m,NAD83(91),,"Top of outer casing, north edge, stamped X",2/9/2011,218.905,218.146,m,NAVD88,,200-W,1-0299-W0011A-A0090A
C7024,299-W14-74,GROUNDWATER WELL,,IN-USE,7/6/2010,"WRIGHT, CS",10/6/2008,7/24/2009,508,ft,10/22/2009,,WELL SUMMARY SHEET,11/17/2009,,,,,,504.85,ft,WELL SUMMARY SHEET,11/17/2009,,,,,,ALC-028,ALC-028,200 West Area Pump-and-Treat,EXTRACTION,"8in, 309.76ft - 359.79ft / 8in, 379.79ft - 494.83ft","8in, -1.95ft - 309.76ft / 8in, 359.79ft - 379.79ft / 8in, 494.83ft - 504.85ft",,,Waste Management Plan for the Expedited Response Action for 200 West Area Carbon Tetrachloride Plume and the 200-ZP-1 and 200/REV NUM 8,,200-PW-1 CENTRAL STORAGE AREA,200-ZP-1,,,,,,,,,,,,4/25/2023,SAMPLING INSPECTION,4/8/2025,,8/27/2009,,4/8/2025,7/24/2009,3/29/2018,,,"T12N, R26E, S6, NW 1/4, SW 1/4",T Plant,200-ZP,Hanford (Not in Monument),,Center of casing,3/31/2010,136381.29,567781.48,,,m,NAD83(91),,"Top of outer casing, north edge, stamped X",3/31/2010,222.212,221.443,m,NAVD88,,200-W,1-0299-W0014A-A0074A
C7028,299-W12-3,GROUNDWATER WELL,,IN-USE,7/6/2010,"WRIGHT, CS",10/6/2008,9/10/2009,496,ft,12/22/2009,,WELL SUMMARY SHEET,1/28/2010,,,,,,494.9,ft,WELL SUMMARY SHEET,1/28/2010,,,,,,ALC-026,ALC-026,200 West Area Pump-and-Treat,EXTRACTION,"8in, 309.88ft - 379.83ft / 8in, 394.85ft - 484.87ft","8in, -2.14ft - 309.88ft / 8in, 379.83ft - 394.85ft / 8in, 484.87ft - 494.9ft",,,Waste Management Plan for the Expedited Response Action for 200 West Area Carbon Tetrachloride Plume and the 200-ZP-1 and 200/REV NUM 8,,200-PW-1 CENTRAL STORAGE AREA,200-ZP-1,,,,,,,,,,,,5/1/2025,MAINTENANCE INSPECTION,4/8/2025,,,,4/8/2025,9/10/2009,5/1/2025,,,"T12N, R26E, S6, NE 1/4, NW 1/4",T Plant,200-ZP,Hanford (Not in Monument),,Center of casing,3/31/2010,136998.09,568321.53,,,m,NAD83(91),,"Top of outer casing, north edge, stamped X",3/31/2010,225.057,224.167,m,NAVD88,,200-W,1-0299-W0012A-A0003A
C6949,C6949,CANCELLED SITE,,DRILLING CANCELLED,1/20/2010,"SYDNOR, HA",7/31/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200-W-94,WMA TX/TY,"200-W-94, UPR-200-W-167",WMA TX/TY,"200-W-167-PL-C, 200-W-78-PL, 200-W-94, UPR-200-W-167",200-IS-1,"200-W-166-PL-B, 200-W-167-PL-C, 200-W-175-PL-B, 200-W-78-PL, 200-W-94, 241-TY-103, 241-TY-105, 241-TY-302A, 241-TY-302B, UPR-200-W-14, UPR-200-W-167",200-IS-1,"200-W-165-PL-B, 200-W-165-PL-C, 200-W-166-PL-B, 200-W-167-PL-C, 200-W-175-PL-B, 200-W-175-PL-C, 200-W-191-PL-A, 200-W-191-PL-B, 200-W-232, 200-W-277, 200-W-78-PL, 200-W-94, 216-T-26, 241-TY-101, 241-TY-102, 241-TY-103, 241-TY-104, 241-TY-105, 241-TY-106, 241-TY-153, 241-TY-302A, 241-TY-302B, 242-T, 242-T-135, 244-TX DCRT, UPR-200-W-14, UPR-200-W-150, UPR-200-W-151, UPR-200-W-152, UPR-200-W-153, UPR-200-W-167",200-IS-1,,,,,,,,,,,241TY,"T12N, R25E, S1, NE 1/4, SW 1/4",T Farm,200-ZP,Hanford (Not in Monument),,Center of boring,,136412.221,566825.121,,,m,UNKNOWN,,Ground surface,,204.659,,m,UNKNOWN,,200-W,9-C6949-C6949A-A0001A
C7812,C7812,BORING,,DECOMMISSIONED-V,7/29/2010,"SYDNOR, HA",1/26/2010,7/26/2010,124,ft,,,RESOURCE PROTECTION WELL REPORT,10/5/2010,,,7/29/2010,RESOURCE PROTECTION WELL REPORT,10/5/2010,,,,,,,,,,,,,,,,,,,,,,,200-E-132,WMA B/BX/BY,"200-E-132, 241-BY-107",WMA B/BX/BY,"200-E-132, 241-BY-104, 241-BY-107, UPR-200-E-105",WMA B/BX/BY,"200-E-132, 241-BY-104, 241-BY-105, 241-BY-107, 241-BY-108, 241-BY-110, UPR-200-E-105",WMA B/BX/BY,"200-E-132, 200-E-208-PL, 200-E-265-PL-B, 200-E-360-PL-A, 200-E-360-PL-B, 200-E-59, 200-E-60, 241-BX-103, 241-BX-105, 241-BX-106, 241-BX-108, 241-BX-109, 241-BX-111, 241-BX-112, 241-BY-101, 241-BY-102, 241-BY-103, 241-BY-104, 241-BY-105, 241-BY-106, 241-BY-107, 241-BY-108, 241-BY-109, 241-BY-110, 241-BY-111, 241-BY-112, UPR-200-E-105, UPR-200-E-110, UPR-200-E-116, UPR-200-E-133, UPR-200-E-135",WMA B/BX/BY,,,,,7/28/2010,,7/28/2010,7/26/2010,7/26/2010,,241BY,"T13N, R26E, S34, SE 1/4, SE 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),8/3/2015,137444.59,573602.892,,,m,UNKNOWN,,Top of casing (assumed),3/9/2021,199.22,0,m,UNKNOWN,,200-E,9-C7812-C7812A-A0001A
C7813,C7813,INSTRUMENT BORING,,DECOMMISSIONED-V,8/31/2010,"SYDNOR, HA",1/26/2010,7/1/2010,167.3,ft,,,RESOURCE PROTECTION WELL REPORT,10/5/2010,,,8/31/2010,,,,,,,,,,,,,,,,,,,,,,,,,200-E-132,WMA B/BX/BY,"200-E-132, 241-BY-104, 241-BY-107, UPR-200-E-105",WMA B/BX/BY,"200-E-132, 241-BY-104, 241-BY-107, UPR-200-E-105",WMA B/BX/BY,"200-E-132, 241-BY-101, 241-BY-104, 241-BY-105, 241-BY-107, 241-BY-108, 241-BY-110, 241-BY-111, UPR-200-E-105, UPR-200-E-116, UPR-200-E-135",WMA B/BX/BY,"200-E-11, 200-E-132, 200-E-208-PL, 200-E-220-PL, 200-E-265-PL-B, 200-E-284, 200-E-360-PL-A, 200-E-360-PL-B, 200-E-59, 200-E-60, 241-BX-103, 241-BX-106, 241-BX-108, 241-BX-109, 241-BX-112, 241-BY-101, 241-BY-102, 241-BY-103, 241-BY-104, 241-BY-105, 241-BY-106, 241-BY-107, 241-BY-108, 241-BY-109, 241-BY-110, 241-BY-111, 241-BY-112, UPR-200-E-105, UPR-200-E-110, UPR-200-E-116, UPR-200-E-134, UPR-200-E-135",Not Applicable,,,,,,,,7/1/2010,7/1/2010,,241BY,"T13N, R26E, S34, SE 1/4, SE 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),8/3/2015,137456.989,573608.578,,,m,UNKNOWN,,Top of casing (assumed),3/9/2021,199.163,0,m,UNKNOWN,,200-E,9-C7813-C7813A-A0001A
C7894,299-W19-108,CANCELLED SITE,,DRILLING CANCELLED,7/6/2011,"HICKEY, MJ",3/30/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216-U-8,200-WA-1,"200-W-42-PL-B, 216-U-8",TBD,"200-W-42-PL-B, 216-U-8",TBD,"200-W-42-PL-B, 216-U-8, UPR-200-W-163",TBD,"200-W-145, 200-W-42-PL-B, 216-U-8, 600-291-PL, UPR-200-W-163",Not Applicable,,,,,,,,,,,,"T12N, R26E, S7, NW 1/4, SW 1/4",U Plant,200-UP,Hanford (Not in Monument),,Staked location,1/6/2011,134690.01,567630.86,,,m,NAD83(91),,Ground surface (assumed),1/6/2011,212.36,,m,NAVD88,,200-W,1-0299-W0019A-A0108A
C7898,C7898,CANCELLED SITE,,DRILLING CANCELLED,7/27/2011,"HICKEY, MJ",3/30/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200-W-137-PL-A, 200-W-189-PL, 216-S-1&2, UPR-200-W-36",200-IS-1,"200-W-137-PL-A, 200-W-189-PL, 216-S-1&2, UPR-200-W-36",200-IS-1,"200-W-100-PL-C, 200-W-137-PL-A, 200-W-137-PL-B, 200-W-189-PL, 200-W-54, 200-W-96-A, 200-W-97-PL-B, 216-S-1&2, 216-S-8, UPR-200-W-114, UPR-200-W-36",200-IS-1,,,,,,,,,,,,"T12N, R25E, S12, SE 1/4, NW 1/4",REDOX,200-UP,Hanford (Not in Monument),,Staked location,1/10/2011,134251.91,567014.19,,,m,NAD83(91),,Ground surface (assumed),1/10/2011,204.82,,m,NAVD88,,200-W,9-C7898-C7898A-A0001A
C8137,C8137,INSTRUMENT BORING,,DECOMMISSIONED-V,4/8/2011,"SYDNOR, HA",10/11/2010,12/8/2010,192,ft,,,,,,,4/8/2011,,,,,,,,,,,,,,,,,,,,,,,,,200-E-132,WMA B/BX/BY,"200-E-132, 241-BY-103, 241-BY-106",WMA B/BX/BY,"200-E-132, 200-E-220-PL, 241-BY-102, 241-BY-103, 241-BY-105, 241-BY-106, UPR-200-E-134",WMA B/BX/BY,"200-E-132, 200-E-208-PL, 200-E-220-PL, 200-E-284, 241-BY-102, 241-BY-103, 241-BY-105, 241-BY-106, 241-BY-108, 241-BY-109, UPR-200-E-134",WMA B/BX/BY,"200-E-114-PL-A, 200-E-121, 200-E-132, 200-E-180-PL, 200-E-208-PL, 200-E-219-PL, 200-E-219-PL:1, 200-E-220-PL, 200-E-220-PL:1, 200-E-265-PL-B, 200-E-284, 200-E-360-PL-A, 200-E-59, 200-E-60, 216-B-43, 216-B-47, 216-BY-201, 241-BY-101, 241-BY-102, 241-BY-103, 241-BY-104, 241-BY-105, 241-BY-106, 241-BY-107, 241-BY-108, 241-BY-109, 241-BY-110, 241-BY-111, 241-BY-112, 2607-EB, UPR-200-E-105, UPR-200-E-110, UPR-200-E-116, UPR-200-E-134, UPR-200-E-135, UPR-200-E-89, UPR-200-E-9",200-IS-1,,,,,,,,12/8/2010,12/8/2010,,241BY,"T13N, R26E, S34, SE 1/4, NE 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),8/3/2015,137528.8,573642.4,,,m,UNKNOWN,,Top of casing (assumed),3/9/2021,198.579,0,m,UNKNOWN,,200-E,9-C8137-C8137A-A0001A
C6621,C6621,BORING,,DECOMMISSIONED-V,9/10/2008,"HUGHES, D",3/20/2008,7/23/2008,17,ft,,,,,,,8/25/2008,,,,,,,,,,,,,,,,,,,,,,,,,"200-E-103, 200-E-193-PL",200-CP-1,"200-E-103, 200-E-185-PL, 200-E-193-PL, 200-E-196-PL, 200-E-253-PL-A, 216-A-4, UPR-200-E-15",200-CP-1,"200-E-103, 200-E-107, 200-E-183-PL, 200-E-184-PL, 200-E-185-PL, 200-E-186-PL, 200-E-189, 200-E-190, 200-E-193-PL, 200-E-196-PL, 200-E-253-PL-A, 200-E-74, 202-A, 216-A-4, 218-E-14, UPR-200-E-15",200-CP-1,"200-E-102, 200-E-103, 200-E-107, 200-E-113-PL-A, 200-E-183-PL, 200-E-184-PL, 200-E-185-PL, 200-E-186-PL, 200-E-189, 200-E-190, 200-E-193-PL, 200-E-196-PL, 200-E-207-PL-A, 200-E-253-PL-A, 200-E-269-PL, 200-E-270-PL, 200-E-271-PL, 200-E-68, 200-E-74, 202-A, 216-A-26, 216-A-26A, 216-A-4, 218-E-14, UPR-200-E-117, UPR-200-E-15, UPR-200-E-22, UPR-200-E-96",200-CP-1,"200-E-102, 200-E-103, 200-E-107, 200-E-113-PL-A, 200-E-136, 200-E-183-PL, 200-E-184-PL, 200-E-185-PL, 200-E-186-PL, 200-E-189, 200-E-190, 200-E-193-PL, 200-E-196-PL, 200-E-207-PL-A, 200-E-218-PL, 200-E-224-PL, 200-E-253-PL-A, 200-E-260-PL-A, 200-E-261-PL-A, 200-E-266-PL, 200-E-269-PL, 200-E-270-PL, 200-E-271-PL, 200-E-282-PL-A, 200-E-303, 200-E-309-PL-A, 200-E-65, 200-E-68, 200-E-70, 200-E-71, 200-E-73, 200-E-74, 202-A, 216-A-11, 216-A-2, 216-A-21, 216-A-26, 216-A-26A, 216-A-31, 216-A-33, 216-A-4, 218-E-14, 218-E-15, 241-A-151, 241-A-302A, UPR-200-E-114, UPR-200-E-117, UPR-200-E-15, UPR-200-E-22, UPR-200-E-25, UPR-200-E-26, UPR-200-E-28, UPR-200-E-31, UPR-200-E-39, UPR-200-E-40, UPR-200-E-65, UPR-200-E-96, UPR-200-E-97",200-CP-1,,,,,,,,7/23/2008,7/23/2008,,,"T12N, R26E, S2, SE 1/4, SE 1/4",PUREX,200-PO,Hanford (Not in Monument),,Brass survey marker,10/5/2008,135537.18,575237.43,,,m,NAD83(91),,Brass survey marker,10/5/2008,217.9,217.9,m,NAVD88,,200-E,9-C6621-C6621A-A0001A
